ID,Class Label,Predicted_Class_Label
5174.bmp,124,124
5175.bmp,125,125
5176.bmp,126,126
5177.bmp,127,127
5178.bmp,128,128
5179.bmp,129,129
5180.bmp,130,130
5181.bmp,131,131
5182.bmp,132,132
5183.bmp,133,133
5184.bmp,134,134
5185.bmp,135,135
5186.bmp,136,136
5187.bmp,137,137
5188.bmp,138,138
5189.bmp,139,139
5190.bmp,140,140
5191.bmp,141,141
5192.bmp,142,141
5193.bmp,143,143
5194.bmp,144,144
5195.bmp,145,145
5196.bmp,146,146
5197.bmp,147,147
5198.bmp,148,148
5199.bmp,149,149
5200.bmp,150,150
5201.bmp,151,151
5202.bmp,152,152
5203.bmp,153,153
5204.bmp,154,154
5205.bmp,155,117
5206.bmp,1,1
5207.bmp,7,7
5208.bmp,8,8
5209.bmp,18,18
5210.bmp,21,21
5211.bmp,22,22
5212.bmp,23,23
5213.bmp,24,24
5214.bmp,25,25
5215.bmp,26,26
5216.bmp,27,27
5217.bmp,28,28
5218.bmp,29,29
5219.bmp,30,30
5220.bmp,31,31
5221.bmp,32,32
5222.bmp,33,33
5223.bmp,34,34
5224.bmp,35,35
5225.bmp,36,36
5226.bmp,37,37
5227.bmp,38,38
5228.bmp,39,39
5229.bmp,40,40
5230.bmp,41,41
5231.bmp,42,42
5232.bmp,43,43
5233.bmp,44,44
5234.bmp,45,45
5235.bmp,46,22
5236.bmp,47,122
5237.bmp,48,48
5238.bmp,49,49
5239.bmp,50,56
5240.bmp,51,57
5241.bmp,52,52
5242.bmp,53,53
5243.bmp,54,54
5244.bmp,55,55
5245.bmp,56,56
5246.bmp,57,57
5247.bmp,58,58
5248.bmp,59,59
5249.bmp,60,60
5250.bmp,61,61
5251.bmp,62,62
5252.bmp,63,63
5253.bmp,64,64
5254.bmp,65,65
5255.bmp,66,66
5256.bmp,67,67
5257.bmp,68,68
5258.bmp,69,69
5259.bmp,70,70
5260.bmp,71,71
5261.bmp,72,72
5262.bmp,73,73
5263.bmp,74,74
5264.bmp,75,75
5265.bmp,76,153
5266.bmp,77,77
5267.bmp,78,78
5268.bmp,79,79
5269.bmp,0,0
5270.bmp,81,81
5271.bmp,82,82
5272.bmp,83,83
5273.bmp,84,84
5274.bmp,85,85
5275.bmp,86,86
5276.bmp,87,87
5277.bmp,88,88
5278.bmp,89,89
5279.bmp,90,90
5280.bmp,91,91
5281.bmp,92,92
5282.bmp,93,93
5283.bmp,94,94
5284.bmp,95,95
5285.bmp,96,96
5286.bmp,97,96
5287.bmp,98,98
5288.bmp,99,99
5289.bmp,100,100
5290.bmp,101,101
5291.bmp,102,102
5292.bmp,103,103
5293.bmp,104,104
5294.bmp,105,105
5295.bmp,106,106
5296.bmp,107,107
5297.bmp,108,108
5298.bmp,109,109
5299.bmp,110,110
5300.bmp,111,111
5301.bmp,112,112
5302.bmp,113,113
5303.bmp,114,114
5304.bmp,115,114
5305.bmp,116,116
5306.bmp,117,117
5307.bmp,118,118
5308.bmp,119,119
5309.bmp,120,120
5310.bmp,121,143
5311.bmp,122,122
5312.bmp,123,122
5313.bmp,124,122
5314.bmp,125,125
5315.bmp,126,125
5316.bmp,127,127
5317.bmp,128,128
5318.bmp,129,151
5319.bmp,130,151
5320.bmp,131,131
5321.bmp,132,131
5322.bmp,133,133
5323.bmp,134,134
5324.bmp,135,135
5325.bmp,136,135
5326.bmp,137,137
5327.bmp,138,138
5328.bmp,139,139
5329.bmp,140,140
5330.bmp,141,140
5331.bmp,142,142
5332.bmp,143,143
5333.bmp,144,144
5334.bmp,145,145
5335.bmp,146,146
5336.bmp,147,147
5337.bmp,148,148
5338.bmp,149,149
5339.bmp,150,150
5340.bmp,151,151
5341.bmp,152,152
5342.bmp,153,153
5343.bmp,154,154
5344.bmp,155,155
5345.bmp,1,1
5346.bmp,7,7
5347.bmp,8,8
5348.bmp,18,84
5349.bmp,21,21
5350.bmp,22,112
5351.bmp,23,23
5352.bmp,24,24
5353.bmp,25,25
5354.bmp,26,26
5355.bmp,27,27
5356.bmp,28,28
5357.bmp,29,28
5358.bmp,30,30
5359.bmp,31,31
5360.bmp,32,32
5361.bmp,33,33
5362.bmp,34,34
5363.bmp,35,34
5364.bmp,36,36
5365.bmp,37,37
5366.bmp,38,38
5367.bmp,39,39
5368.bmp,40,40
5369.bmp,41,38
5370.bmp,42,42
5371.bmp,43,43
5372.bmp,44,24
5373.bmp,45,45
5374.bmp,46,121
5375.bmp,47,47
5376.bmp,48,120
5377.bmp,49,49
5378.bmp,50,50
5379.bmp,51,51
5380.bmp,52,52
5381.bmp,53,53
5382.bmp,54,54
5383.bmp,55,55
5384.bmp,56,56
5385.bmp,57,57
5386.bmp,58,58
5387.bmp,59,17
5388.bmp,60,60
5389.bmp,61,61
5390.bmp,62,62
5391.bmp,63,63
5392.bmp,64,64
5393.bmp,65,65
5394.bmp,66,66
5395.bmp,67,67
5396.bmp,68,68
5397.bmp,69,69
5398.bmp,70,112
5399.bmp,71,71
5400.bmp,72,72
5401.bmp,73,73
5402.bmp,74,75
5403.bmp,75,75
5404.bmp,76,76
5405.bmp,77,77
5406.bmp,78,78
5407.bmp,79,67
5408.bmp,0,0
5409.bmp,81,81
5410.bmp,82,82
5411.bmp,83,83
5412.bmp,84,84
5413.bmp,85,85
5414.bmp,86,86
5415.bmp,87,87
5416.bmp,88,88
5417.bmp,89,89
5418.bmp,90,90
5419.bmp,91,91
5420.bmp,92,92
5421.bmp,93,93
5422.bmp,94,94
5423.bmp,95,95
5424.bmp,96,96
5425.bmp,97,97
5426.bmp,98,98
5427.bmp,99,99
5428.bmp,100,100
5429.bmp,101,101
5430.bmp,102,102
5431.bmp,103,103
5432.bmp,104,104
5433.bmp,105,105
5434.bmp,106,106
5435.bmp,107,107
5436.bmp,108,108
5437.bmp,109,109
5438.bmp,110,110
5439.bmp,111,111
5440.bmp,112,112
5441.bmp,113,110
5442.bmp,114,114
5443.bmp,115,114
5444.bmp,116,116
5445.bmp,117,117
5446.bmp,118,118
5447.bmp,119,119
5448.bmp,120,120
5449.bmp,121,121
5450.bmp,122,122
5451.bmp,123,123
5452.bmp,124,124
5453.bmp,125,125
5454.bmp,126,126
5455.bmp,127,127
5456.bmp,128,128
5457.bmp,129,129
5458.bmp,130,130
5459.bmp,131,131
5460.bmp,132,132
5461.bmp,133,133
5462.bmp,134,134
5463.bmp,135,135
5464.bmp,136,136
5465.bmp,137,137
5466.bmp,138,138
5467.bmp,139,139
5468.bmp,140,140
5469.bmp,141,141
5470.bmp,142,142
5471.bmp,143,143
5472.bmp,144,144
5473.bmp,145,145
5474.bmp,146,146
5475.bmp,147,152
5476.bmp,148,148
5477.bmp,149,149
5478.bmp,150,150
5479.bmp,151,149
5480.bmp,152,152
5481.bmp,153,153
5482.bmp,154,43
5483.bmp,155,155
5484.bmp,1,1
5485.bmp,7,7
5486.bmp,8,8
5487.bmp,18,18
5488.bmp,21,21
5489.bmp,22,22
5490.bmp,23,23
5491.bmp,24,24
5492.bmp,25,25
5493.bmp,26,26
5494.bmp,27,27
5495.bmp,28,28
5496.bmp,29,27
5497.bmp,30,30
5498.bmp,31,31
5499.bmp,32,13
5500.bmp,33,33
5501.bmp,34,146
5502.bmp,35,35
5503.bmp,36,36
5504.bmp,37,61
5505.bmp,38,38
5506.bmp,39,39
5507.bmp,40,40
5508.bmp,41,38
5509.bmp,42,57
5510.bmp,43,43
5511.bmp,44,44
5512.bmp,45,45
5513.bmp,46,46
5514.bmp,47,47
5515.bmp,48,48
5516.bmp,49,49
5517.bmp,50,50
5518.bmp,51,51
5519.bmp,52,52
5520.bmp,53,151
5521.bmp,54,54
5522.bmp,55,55
5523.bmp,56,56
5524.bmp,57,57
5525.bmp,58,58
5526.bmp,59,59
5527.bmp,60,60
5528.bmp,61,61
5529.bmp,62,62
5530.bmp,63,63
5531.bmp,64,64
5532.bmp,65,65
5533.bmp,66,66
5534.bmp,67,67
5535.bmp,68,68
5536.bmp,69,69
5537.bmp,70,70
5538.bmp,71,68
5539.bmp,72,72
5540.bmp,73,73
5541.bmp,74,74
5542.bmp,75,75
5543.bmp,76,76
5544.bmp,77,75
5545.bmp,78,78
5546.bmp,79,79
5547.bmp,0,0
5548.bmp,81,81
5549.bmp,82,82
5550.bmp,83,83
5551.bmp,84,7
5552.bmp,85,85
5553.bmp,86,86
5554.bmp,87,86
5555.bmp,88,88
5556.bmp,89,89
5557.bmp,90,90
5558.bmp,91,91
5559.bmp,92,92
5560.bmp,93,93
5561.bmp,94,94
5562.bmp,95,95
5563.bmp,96,96
5564.bmp,97,97
5565.bmp,98,98
5566.bmp,99,99
5567.bmp,100,100
5568.bmp,101,101
5569.bmp,102,102
5570.bmp,103,103
5571.bmp,104,104
5572.bmp,105,105
5573.bmp,106,88
5574.bmp,107,107
5575.bmp,108,108
5576.bmp,109,109
5577.bmp,110,113
5578.bmp,111,111
5579.bmp,112,112
5580.bmp,113,113
5581.bmp,114,114
5582.bmp,115,115
5583.bmp,116,118
5584.bmp,117,117
5585.bmp,118,118
5586.bmp,119,119
5587.bmp,120,120
5588.bmp,121,121
5589.bmp,122,122
5590.bmp,123,123
5591.bmp,124,124
5592.bmp,125,125
5593.bmp,126,126
5594.bmp,127,127
5595.bmp,128,128
5596.bmp,129,129
5597.bmp,130,130
5598.bmp,131,131
5599.bmp,132,132
5600.bmp,133,133
5601.bmp,134,134
5602.bmp,135,135
5603.bmp,136,136
5604.bmp,137,137
5605.bmp,138,138
5606.bmp,139,139
5607.bmp,140,140
5608.bmp,141,141
5609.bmp,142,142
5610.bmp,143,131
5611.bmp,144,122
5612.bmp,145,145
5613.bmp,146,146
5614.bmp,147,147
5615.bmp,148,148
5616.bmp,149,149
5617.bmp,150,150
5618.bmp,151,151
5619.bmp,152,128
5620.bmp,153,153
5621.bmp,154,154
5622.bmp,155,155
5623.bmp,1,1
5624.bmp,7,7
5625.bmp,8,8
5626.bmp,18,18
5627.bmp,21,21
5628.bmp,22,22
5629.bmp,23,23
5630.bmp,24,24
5631.bmp,25,25
5632.bmp,26,26
5633.bmp,27,27
5634.bmp,28,28
5635.bmp,29,29
5636.bmp,30,30
5637.bmp,31,31
5638.bmp,32,32
5639.bmp,33,33
5640.bmp,34,34
5641.bmp,35,35
5642.bmp,36,36
5643.bmp,37,37
5644.bmp,38,38
5645.bmp,39,39
5646.bmp,40,40
5647.bmp,41,41
5648.bmp,42,42
5649.bmp,43,43
5650.bmp,44,44
5651.bmp,45,45
5652.bmp,46,118
5653.bmp,47,47
5654.bmp,48,120
5655.bmp,49,49
5656.bmp,50,50
5657.bmp,51,51
5658.bmp,52,52
5659.bmp,53,53
5660.bmp,54,54
5661.bmp,55,55
5662.bmp,56,56
5663.bmp,57,57
5664.bmp,58,59
5665.bmp,59,59
5666.bmp,60,60
5667.bmp,61,61
5668.bmp,62,62
5669.bmp,63,63
5670.bmp,64,64
5671.bmp,65,65
5672.bmp,66,66
5673.bmp,67,67
5674.bmp,68,68
5675.bmp,69,69
5676.bmp,70,70
5677.bmp,71,71
5678.bmp,72,72
5679.bmp,73,73
5680.bmp,74,74
5681.bmp,75,75
5682.bmp,76,76
5683.bmp,77,77
5684.bmp,78,78
5685.bmp,79,79
5686.bmp,0,0
5687.bmp,81,81
5688.bmp,82,82
5689.bmp,83,83
5690.bmp,84,42
5691.bmp,85,85
5692.bmp,86,86
5693.bmp,87,87
5694.bmp,88,88
5695.bmp,89,89
5696.bmp,90,90
5697.bmp,91,91
5698.bmp,92,92
5699.bmp,93,93
5700.bmp,94,94
5701.bmp,95,95
5702.bmp,96,96
5703.bmp,97,97
5704.bmp,98,98
5705.bmp,99,99
5706.bmp,100,100
5707.bmp,101,101
5708.bmp,102,102
5709.bmp,103,103
5710.bmp,104,104
5711.bmp,105,105
5712.bmp,106,106
5713.bmp,107,107
5714.bmp,108,108
5715.bmp,109,109
5716.bmp,110,110
5717.bmp,111,111
5718.bmp,112,112
5719.bmp,113,110
5720.bmp,114,114
5721.bmp,115,114
5722.bmp,116,116
5723.bmp,117,117
5724.bmp,118,118
5725.bmp,119,119
5726.bmp,120,120
5727.bmp,121,121
5728.bmp,122,122
5729.bmp,123,123
5730.bmp,124,124
5731.bmp,125,125
5732.bmp,126,126
5733.bmp,127,127
5734.bmp,128,128
5735.bmp,129,129
5736.bmp,130,130
5737.bmp,131,131
5738.bmp,132,132
5739.bmp,133,133
5740.bmp,134,134
5741.bmp,135,135
5742.bmp,136,136
5743.bmp,137,137
5744.bmp,138,138
5745.bmp,139,139
5746.bmp,140,141
5747.bmp,141,141
5748.bmp,142,142
5749.bmp,143,143
5750.bmp,144,144
5751.bmp,145,145
5752.bmp,146,146
5753.bmp,147,147
5754.bmp,148,148
5755.bmp,149,149
5756.bmp,150,150
5757.bmp,151,151
5758.bmp,152,128
5759.bmp,153,153
5760.bmp,154,154
5761.bmp,155,155
5762.bmp,1,1
5763.bmp,7,7
5764.bmp,8,8
5765.bmp,18,18
5766.bmp,21,21
5767.bmp,22,22
5768.bmp,23,20
5769.bmp,24,24
5770.bmp,25,25
5771.bmp,26,26
5772.bmp,27,27
5773.bmp,28,28
5774.bmp,29,29
5775.bmp,30,30
5776.bmp,31,31
5777.bmp,32,32
5778.bmp,33,84
5779.bmp,34,34
5780.bmp,35,35
5781.bmp,36,36
5782.bmp,37,37
5783.bmp,38,38
5784.bmp,39,39
5785.bmp,40,40
5786.bmp,41,41
5787.bmp,42,42
5788.bmp,43,85
5789.bmp,44,44
5790.bmp,45,45
5791.bmp,46,46
5792.bmp,47,47
5793.bmp,48,48
5794.bmp,49,49
5795.bmp,50,50
5796.bmp,51,51
5797.bmp,52,52
5798.bmp,53,53
5799.bmp,54,54
5800.bmp,55,55
5801.bmp,56,56
5802.bmp,57,57
5803.bmp,58,58
5804.bmp,59,59
5805.bmp,60,60
5806.bmp,61,61
5807.bmp,62,62
5808.bmp,63,63
5809.bmp,64,64
5810.bmp,65,83
5811.bmp,66,66
5812.bmp,67,67
5813.bmp,68,68
5814.bmp,69,40
5815.bmp,70,70
5816.bmp,71,71
5817.bmp,72,72
5818.bmp,73,73
5819.bmp,74,74
5820.bmp,75,75
5821.bmp,76,76
5822.bmp,77,77
5823.bmp,78,78
5824.bmp,79,79
5825.bmp,0,0
5826.bmp,81,81
5827.bmp,82,82
5828.bmp,83,83
5829.bmp,84,84
5830.bmp,85,85
5831.bmp,86,86
5832.bmp,87,87
5833.bmp,88,88
5834.bmp,89,89
5835.bmp,90,90
5836.bmp,91,91
5837.bmp,92,92
5838.bmp,93,117
5839.bmp,94,94
5840.bmp,95,95
5841.bmp,96,96
5842.bmp,97,97
5843.bmp,98,98
5844.bmp,99,99
5845.bmp,100,100
5846.bmp,101,101
5847.bmp,102,102
5848.bmp,103,103
5849.bmp,104,104
5850.bmp,105,105
5851.bmp,106,106
5852.bmp,107,107
5853.bmp,108,108
5854.bmp,109,109
5855.bmp,110,110
5856.bmp,111,111
5857.bmp,112,112
5858.bmp,113,113
5859.bmp,114,114
5860.bmp,115,115
5861.bmp,116,116
5862.bmp,117,117
5863.bmp,118,118
5864.bmp,119,119
5865.bmp,120,120
5866.bmp,121,121
5867.bmp,122,122
5868.bmp,123,123
5869.bmp,124,122
5870.bmp,125,125
5871.bmp,126,126
5872.bmp,127,127
5873.bmp,128,127
5874.bmp,129,151
5875.bmp,130,151
5876.bmp,131,131
5877.bmp,132,132
5878.bmp,133,133
5879.bmp,134,134
5880.bmp,135,134
5881.bmp,136,134
5882.bmp,137,137
5883.bmp,138,138
5884.bmp,139,139
5885.bmp,140,140
5886.bmp,141,141
5887.bmp,142,142
5888.bmp,143,143
5889.bmp,144,144
5890.bmp,145,145
5891.bmp,146,146
5892.bmp,147,147
5893.bmp,148,148
5894.bmp,149,149
5895.bmp,150,150
5896.bmp,151,151
5897.bmp,152,128
5898.bmp,153,153
5899.bmp,154,154
5900.bmp,155,155
5901.bmp,1,1
5902.bmp,7,117
5903.bmp,8,8
5904.bmp,18,18
5905.bmp,21,21
5906.bmp,22,22
5907.bmp,23,23
5908.bmp,24,24
5909.bmp,25,25
5910.bmp,26,26
5911.bmp,27,27
5912.bmp,28,28
5913.bmp,29,29
5914.bmp,30,30
5915.bmp,31,31
5916.bmp,32,32
5917.bmp,33,33
5918.bmp,34,34
5919.bmp,35,35
5920.bmp,36,36
5921.bmp,37,37
5922.bmp,38,38
5923.bmp,39,39
5924.bmp,40,40
5925.bmp,41,41
5926.bmp,42,42
5927.bmp,43,43
5928.bmp,44,44
5929.bmp,45,45
5930.bmp,46,46
5931.bmp,47,47
5932.bmp,48,48
5933.bmp,49,49
5934.bmp,50,50
5935.bmp,51,51
5936.bmp,52,52
5937.bmp,53,53
5938.bmp,54,54
5939.bmp,55,55
5940.bmp,56,56
5941.bmp,57,57
5942.bmp,58,58
5943.bmp,59,59
5944.bmp,60,60
5945.bmp,61,61
5946.bmp,62,62
5947.bmp,63,63
5948.bmp,64,64
5949.bmp,65,65
5950.bmp,66,66
5951.bmp,67,67
5952.bmp,68,68
5953.bmp,69,69
5954.bmp,70,70
5955.bmp,71,71
5956.bmp,72,72
5957.bmp,73,73
5958.bmp,74,74
5959.bmp,75,75
5960.bmp,76,76
5961.bmp,77,77
5962.bmp,78,78
5963.bmp,79,79
5964.bmp,0,0
5965.bmp,81,81
5966.bmp,82,82
5967.bmp,83,83
5968.bmp,84,84
5969.bmp,85,85
5970.bmp,86,86
5971.bmp,87,87
5972.bmp,88,88
5973.bmp,89,89
5974.bmp,90,90
5975.bmp,91,91
5976.bmp,92,92
5977.bmp,93,93
5978.bmp,94,94
5979.bmp,95,95
5980.bmp,96,96
5981.bmp,97,97
5982.bmp,98,98
5983.bmp,99,99
5984.bmp,100,100
5985.bmp,101,101
5986.bmp,102,102
5987.bmp,103,103
5988.bmp,104,104
5989.bmp,105,105
5990.bmp,106,106
5991.bmp,107,107
5992.bmp,108,108
5993.bmp,109,109
5994.bmp,110,110
5995.bmp,111,111
5996.bmp,112,112
5997.bmp,113,113
5998.bmp,114,114
5999.bmp,115,115
6000.bmp,116,116
6001.bmp,117,117
6002.bmp,118,118
6003.bmp,119,119
6004.bmp,120,120
6005.bmp,121,121
6006.bmp,122,123
6007.bmp,123,123
6008.bmp,124,124
6009.bmp,125,125
6010.bmp,126,126
6011.bmp,127,127
6012.bmp,128,152
6013.bmp,129,130
6014.bmp,130,130
6015.bmp,131,131
6016.bmp,132,132
6017.bmp,133,133
6018.bmp,134,134
6019.bmp,135,135
6020.bmp,136,136
6021.bmp,137,137
6022.bmp,138,138
6023.bmp,139,139
6024.bmp,140,140
6025.bmp,141,141
6026.bmp,142,142
6027.bmp,143,143
6028.bmp,144,144
6029.bmp,145,145
6030.bmp,146,146
6031.bmp,147,147
6032.bmp,148,148
6033.bmp,149,149
6034.bmp,150,150
6035.bmp,151,151
6036.bmp,152,147
6037.bmp,153,153
6038.bmp,154,154
6039.bmp,155,155
6040.bmp,1,1
6041.bmp,7,7
6042.bmp,8,8
6043.bmp,18,18
6044.bmp,21,21
6045.bmp,22,22
6046.bmp,23,23
6047.bmp,24,24
6048.bmp,25,25
6049.bmp,26,26
6050.bmp,27,27
6051.bmp,28,28
6052.bmp,29,29
6053.bmp,30,30
6054.bmp,31,31
6055.bmp,32,32
6056.bmp,33,33
6057.bmp,34,34
6058.bmp,35,35
6059.bmp,36,36
6060.bmp,37,37
6061.bmp,38,38
6062.bmp,39,39
6063.bmp,40,40
6064.bmp,41,41
6065.bmp,42,42
6066.bmp,43,43
6067.bmp,44,44
6068.bmp,45,45
6069.bmp,46,46
6070.bmp,47,47
6071.bmp,48,48
6072.bmp,49,49
6073.bmp,50,80
6074.bmp,51,51
6075.bmp,52,52
6076.bmp,53,53
6077.bmp,54,54
6078.bmp,55,55
6079.bmp,56,56
6080.bmp,57,57
6081.bmp,58,58
6082.bmp,59,59
6083.bmp,60,60
6084.bmp,61,61
6085.bmp,62,62
6086.bmp,63,63
6087.bmp,64,64
6088.bmp,65,65
6089.bmp,66,66
6090.bmp,67,67
6091.bmp,68,68
6092.bmp,69,39
6093.bmp,70,70
6094.bmp,71,71
6095.bmp,72,72
6096.bmp,73,73
6097.bmp,74,74
6098.bmp,75,60
6099.bmp,76,76
6100.bmp,77,77
6101.bmp,78,78
6102.bmp,79,79
6103.bmp,0,0
6104.bmp,81,81
6105.bmp,82,82
6106.bmp,83,83
6107.bmp,84,84
6108.bmp,85,85
6109.bmp,86,86
6110.bmp,87,87
6111.bmp,88,88
6112.bmp,89,89
6113.bmp,90,90
6114.bmp,91,91
6115.bmp,92,92
6116.bmp,93,7
6117.bmp,94,94
6118.bmp,95,95
6119.bmp,96,96
6120.bmp,97,97
6121.bmp,98,98
6122.bmp,99,99
6123.bmp,100,100
6124.bmp,101,101
6125.bmp,102,102
6126.bmp,103,103
6127.bmp,104,104
6128.bmp,105,105
6129.bmp,106,106
6130.bmp,107,107
6131.bmp,108,108
6132.bmp,109,109
6133.bmp,110,110
6134.bmp,111,111
6135.bmp,112,112
6136.bmp,113,113
6137.bmp,114,114
6138.bmp,115,115
6139.bmp,116,116
6140.bmp,117,117
6141.bmp,118,118
6142.bmp,119,119
6143.bmp,120,120
6144.bmp,121,121
6145.bmp,122,122
6146.bmp,123,123
6147.bmp,124,124
6148.bmp,125,125
6149.bmp,126,126
6150.bmp,127,127
6151.bmp,128,122
6152.bmp,129,151
6153.bmp,130,130
6154.bmp,131,131
6155.bmp,132,144
6156.bmp,133,133
6157.bmp,134,134
6158.bmp,135,135
6159.bmp,136,136
6160.bmp,137,137
6161.bmp,138,138
6162.bmp,139,139
6163.bmp,140,140
6164.bmp,141,141
6165.bmp,142,142
6166.bmp,143,143
6167.bmp,144,144
6168.bmp,145,145
6169.bmp,146,146
6170.bmp,147,147
6171.bmp,148,148
6172.bmp,149,149
6173.bmp,150,150
6174.bmp,151,151
6175.bmp,152,152
6176.bmp,153,153
6177.bmp,154,154
6178.bmp,155,155
6179.bmp,1,1
6180.bmp,7,7
6181.bmp,8,8
6182.bmp,18,18
6183.bmp,21,21
6184.bmp,22,22
6185.bmp,23,21
6186.bmp,24,24
6187.bmp,25,25
6188.bmp,26,26
6189.bmp,27,27
6190.bmp,28,28
6191.bmp,29,29
6192.bmp,30,30
6193.bmp,31,31
6194.bmp,32,32
6195.bmp,33,33
6196.bmp,34,32
6197.bmp,35,35
6198.bmp,36,36
6199.bmp,37,37
6200.bmp,38,38
6201.bmp,39,39
6202.bmp,40,40
6203.bmp,41,41
6204.bmp,42,42
6205.bmp,43,43
6206.bmp,44,116
6207.bmp,45,45
6208.bmp,46,46
6209.bmp,47,47
6210.bmp,48,48
6211.bmp,49,49
6212.bmp,50,50
6213.bmp,51,51
6214.bmp,52,52
6215.bmp,53,53
6216.bmp,54,54
6217.bmp,55,55
6218.bmp,56,14
6219.bmp,57,57
6220.bmp,58,59
6221.bmp,59,59
6222.bmp,60,60
6223.bmp,61,60
6224.bmp,62,98
6225.bmp,63,63
6226.bmp,64,64
6227.bmp,65,65
6228.bmp,66,66
6229.bmp,67,67
6230.bmp,68,68
6231.bmp,69,69
6232.bmp,70,71
6233.bmp,71,71
6234.bmp,72,72
6235.bmp,73,73
6236.bmp,74,74
6237.bmp,75,75
6238.bmp,76,76
6239.bmp,77,77
6240.bmp,78,78
6241.bmp,79,79
6242.bmp,0,0
6243.bmp,81,81
6244.bmp,82,82
6245.bmp,83,83
6246.bmp,84,84
6247.bmp,85,85
6248.bmp,86,86
6249.bmp,87,87
6250.bmp,88,88
6251.bmp,89,89
6252.bmp,90,21
6253.bmp,91,91
6254.bmp,92,92
6255.bmp,93,93
6256.bmp,94,94
6257.bmp,95,95
6258.bmp,96,96
6259.bmp,97,97
6260.bmp,98,98
6261.bmp,99,99
6262.bmp,100,82
6263.bmp,101,101
6264.bmp,102,102
6265.bmp,103,103
6266.bmp,104,104
6267.bmp,105,105
6268.bmp,106,88
6269.bmp,107,107
6270.bmp,108,108
6271.bmp,109,11
6272.bmp,110,110
6273.bmp,111,111
6274.bmp,112,112
6275.bmp,113,113
6276.bmp,114,114
6277.bmp,115,85
6278.bmp,116,116
6279.bmp,117,155
6280.bmp,118,118
6281.bmp,119,119
6282.bmp,120,120
6283.bmp,121,121
6284.bmp,122,122
6285.bmp,123,93
6286.bmp,124,124
6287.bmp,125,125
6288.bmp,126,126
6289.bmp,127,127
6290.bmp,128,128
6291.bmp,129,129
6292.bmp,130,151
6293.bmp,131,131
6294.bmp,132,132
6295.bmp,133,94
6296.bmp,134,122
6297.bmp,135,135
6298.bmp,136,136
6299.bmp,137,137
6300.bmp,138,138
6301.bmp,139,139
6302.bmp,140,140
6303.bmp,141,141
6304.bmp,142,142
6305.bmp,143,143
6306.bmp,144,144
6307.bmp,145,145
6308.bmp,146,146
6309.bmp,147,147
6310.bmp,148,9
6311.bmp,149,149
6312.bmp,150,150
6313.bmp,151,151
6314.bmp,152,128
6315.bmp,153,153
6316.bmp,154,154
6317.bmp,155,155
6318.bmp,1,1
6319.bmp,7,7
6320.bmp,8,8
6321.bmp,18,18
6322.bmp,21,21
6323.bmp,22,22
6324.bmp,23,23
6325.bmp,24,24
6326.bmp,25,25
6327.bmp,26,26
6328.bmp,27,27
6329.bmp,28,28
6330.bmp,29,29
6331.bmp,30,30
6332.bmp,31,31
6333.bmp,32,32
6334.bmp,33,33
6335.bmp,34,34
6336.bmp,35,35
6337.bmp,36,36
6338.bmp,37,37
6339.bmp,38,38
6340.bmp,39,39
6341.bmp,40,40
6342.bmp,41,41
6343.bmp,42,42
6344.bmp,43,43
6345.bmp,44,44
6346.bmp,45,45
6347.bmp,46,46
6348.bmp,47,47
6349.bmp,48,48
6350.bmp,49,49
6351.bmp,50,50
6352.bmp,51,51
6353.bmp,52,52
6354.bmp,53,53
6355.bmp,54,36
6356.bmp,55,37
6357.bmp,56,56
6358.bmp,57,57
6359.bmp,58,58
6360.bmp,59,59
6361.bmp,60,60
6362.bmp,61,61
6363.bmp,62,62
6364.bmp,63,63
6365.bmp,64,64
6366.bmp,65,65
6367.bmp,66,66
6368.bmp,67,67
6369.bmp,68,68
6370.bmp,69,69
6371.bmp,70,70
6372.bmp,71,71
6373.bmp,72,72
6374.bmp,73,73
6375.bmp,74,74
6376.bmp,75,75
6377.bmp,76,76
6378.bmp,77,77
6379.bmp,78,78
6380.bmp,79,79
6381.bmp,0,0
6382.bmp,81,81
6383.bmp,82,82
6384.bmp,83,83
6385.bmp,84,84
6386.bmp,85,84
6387.bmp,86,86
6388.bmp,87,87
6389.bmp,88,88
6390.bmp,89,89
6391.bmp,90,90
6392.bmp,91,91
6393.bmp,92,92
6394.bmp,93,93
6395.bmp,94,94
6396.bmp,95,95
6397.bmp,96,96
6398.bmp,97,96
6399.bmp,98,80
6400.bmp,99,99
6401.bmp,100,100
6402.bmp,101,101
6403.bmp,102,102
6404.bmp,103,103
6405.bmp,104,104
6406.bmp,105,105
6407.bmp,106,106
6408.bmp,107,107
6409.bmp,108,108
6410.bmp,109,109
6411.bmp,110,110
6412.bmp,111,111
6413.bmp,112,112
6414.bmp,113,113
6415.bmp,114,114
6416.bmp,115,114
6417.bmp,116,116
6418.bmp,117,117
6419.bmp,118,118
6420.bmp,119,119
6421.bmp,120,120
6422.bmp,121,121
6423.bmp,122,122
6424.bmp,123,122
6425.bmp,124,123
6426.bmp,125,125
6427.bmp,126,126
6428.bmp,127,127
6429.bmp,128,128
6430.bmp,129,129
6431.bmp,130,20
6432.bmp,131,131
6433.bmp,132,132
6434.bmp,133,133
6435.bmp,134,134
6436.bmp,135,135
6437.bmp,136,136
6438.bmp,137,137
6439.bmp,138,138
6440.bmp,139,139
6441.bmp,140,140
6442.bmp,141,141
6443.bmp,142,141
6444.bmp,143,143
